,carat,cut,color,clarity,depth,table,x,y,z,n_cut,n_color,n_clarity,price_predicted
2577,0.86,Very Good,E,VS2,62.3,56.0,6.05,6.08,3.78,2,5,3,4328.1
2578,0.7,Ideal,D,VS1,62.5,57.0,5.65,5.68,3.54,4,6,4,3182.67
2579,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,4,5,2,1526.195
2580,0.41,Premium,E,VS1,62.3,59.0,4.76,4.74,2.96,3,5,4,1073.57
2581,1.06,Ideal,G,VS2,61.8,57.0,6.52,6.56,4.04,4,3,3,7453.84
2582,0.72,Ideal,J,SI1,62.6,56.0,5.67,5.74,3.57,4,0,2,1873.54
2583,1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,4,2,1,9540.33
2584,0.76,Ideal,D,SI1,61.2,57.0,5.88,5.91,3.61,4,6,2,3210.43
2585,1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,2,6,3,7265.72
2586,1.0,Fair,G,VVS2,65.5,54.0,6.3,6.22,4.1,0,3,5,6941.52
2587,2.02,Very Good,H,SI2,59.9,55.0,8.17,8.28,4.93,2,2,1,15880.86
2588,0.32,Very Good,F,VS2,63.2,58.0,4.35,4.32,2.74,2,4,3,771.27
2589,0.32,Ideal,D,SI1,62.0,57.0,4.4,4.37,2.72,4,6,2,705.38
2590,2.43,Premium,I,SI2,62.2,60.0,8.59,8.53,5.33,3,1,1,16108.59
2591,0.92,Very Good,E,SI1,63.3,57.0,6.22,6.17,3.92,2,5,2,4032.72
2592,0.41,Ideal,J,VS1,62.7,57.0,4.72,4.75,2.97,4,0,4,651.8275
2593,0.38,Premium,H,VS2,60.5,59.0,4.69,4.66,2.83,3,2,3,745.44
2594,1.71,Very Good,E,SI1,63.4,56.0,7.58,7.5,4.78,2,5,2,12544.96
2595,0.9,Very Good,I,SI1,61.4,55.0,6.19,6.28,3.83,2,1,2,3616.03
2596,0.43,Very Good,F,VS1,63.4,57.0,4.8,4.76,3.03,2,4,4,1012.57
2597,0.7,Very Good,G,VS2,58.2,60.0,5.84,5.78,3.38,2,3,3,2457.72
2598,0.51,Ideal,E,VS2,62.0,54.0,5.16,5.13,3.19,4,5,3,1846.5683333333334
2599,0.4,Good,E,SI1,63.5,58.0,4.65,4.67,2.96,1,5,2,685.625
2600,0.9,Premium,I,SI1,60.9,56.0,6.26,6.21,3.8,3,1,2,3323.18
2601,0.78,Good,E,SI2,63.7,54.0,5.82,5.77,3.69,1,5,1,2681.7
2602,1.12,Premium,F,SI2,60.5,59.0,6.73,6.79,4.09,3,4,1,5094.54
2603,0.4,Premium,E,SI1,60.8,62.0,4.76,4.72,2.88,3,5,2,869.96
2604,0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,2,0,2,989.22
2605,1.01,Fair,E,SI2,67.6,57.0,6.21,6.11,4.18,0,5,1,4053.85
2606,0.52,Ideal,E,VS2,61.7,55.0,5.16,5.21,3.2,4,5,3,1843.6
2607,0.41,Ideal,E,VS2,61.8,56.0,4.78,4.74,2.94,4,5,3,1095.98
2608,1.05,Premium,G,SI2,60.1,60.0,6.58,6.66,3.98,3,3,1,4862.59
2609,2.02,Very Good,G,SI2,62.8,55.0,8.06,8.11,5.08,2,3,1,17568.42
2610,0.9,Very Good,I,SI2,60.9,63.0,6.21,6.13,3.76,2,1,1,3016.69
2611,0.64,Premium,D,VS2,60.9,59.0,5.6,5.63,3.42,3,6,3,2274.87
2612,1.22,Premium,I,SI1,62.1,58.0,6.89,6.8,4.25,3,1,2,5290.69
2613,1.32,Very Good,H,SI1,62.4,58.0,7.02,7.09,4.4,2,2,2,6575.19
2614,2.2,Premium,I,SI2,63.0,59.0,8.22,8.19,5.17,3,1,1,14265.84
2615,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03,4,3,3,6491.5
2616,0.54,Premium,H,VS1,61.9,56.0,5.29,5.24,3.26,3,2,4,1472.48
2617,2.25,Ideal,I,SI2,62.4,57.0,8.39,8.32,5.21,4,1,1,14976.975
2618,1.13,Very Good,H,SI2,62.5,62.0,6.59,6.66,4.14,2,2,1,3944.32
2619,0.62,Premium,F,SI2,61.7,60.0,5.48,5.45,3.37,3,4,1,1574.09
2620,0.9,Fair,D,SI2,64.7,59.0,6.09,5.99,3.91,0,6,1,3521.2
2621,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,4,6,3,968.85
2622,0.4,Very Good,D,SI1,63.1,57.0,4.73,4.69,2.97,2,6,2,867.91
2623,0.61,Premium,D,VS1,62.4,57.0,5.46,5.44,3.4,3,6,4,2221.64
2624,1.5,Good,J,VS1,64.1,55.0,7.23,7.13,4.6,1,0,4,7129.33
2625,1.25,Ideal,G,SI1,62.5,54.0,6.88,6.85,4.29,4,3,2,5944.13
2626,1.01,Fair,E,SI2,60.0,60.0,6.48,6.38,3.86,0,5,1,4940.9175
2627,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,3,3,1,2917.6
2628,1.53,Ideal,H,SI1,62.3,57.0,7.41,7.36,4.6,4,2,2,7900.56
2629,0.71,Ideal,E,VS1,62.4,56.0,5.75,5.7,3.57,4,5,4,3215.88
2630,0.38,Good,H,SI1,63.3,57.0,4.58,4.62,2.91,1,2,2,552.955
2631,0.74,Ideal,F,SI1,61.2,56.0,5.83,5.87,3.58,4,4,2,2835.32
2632,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,1,3,3,3304.21
2633,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59,4,5,2,2902.69
2634,0.42,Premium,H,VS1,61.7,59.0,4.76,4.83,2.96,3,2,4,810.97
2635,0.94,Premium,E,SI2,62.4,58.0,6.26,6.33,3.93,3,5,1,4243.02
2636,0.72,Very Good,F,VVS2,59.2,63.0,5.77,5.86,3.44,2,4,5,3194.88
2637,0.3,Premium,E,VS2,62.4,59.0,4.3,4.26,2.67,3,5,3,877.5
2638,0.41,Very Good,E,SI2,63.3,56.0,4.73,4.69,2.98,2,5,1,897.82
2639,0.43,Ideal,D,VS2,61.3,55.0,4.84,4.88,2.98,4,6,3,1114.58
2640,2.24,Premium,I,SI2,61.9,58.0,8.29,8.36,5.15,3,1,1,15713.19
2641,0.84,Very Good,G,VS2,61.8,57.0,6.04,6.07,3.74,2,3,3,3505.28
2642,1.12,Very Good,E,SI2,60.9,63.0,6.59,6.65,4.03,2,5,1,4205.9
2643,0.34,Premium,I,VS1,61.0,60.0,4.51,4.48,2.74,3,1,4,683.78
2644,0.3,Premium,G,VS1,62.5,55.0,4.32,4.25,2.68,3,3,4,749.48
2645,0.7,Ideal,G,VS1,61.4,57.0,5.7,5.73,3.51,4,3,4,3063.52
2646,1.0,Premium,F,SI1,59.7,60.0,6.48,6.51,3.88,3,4,2,4722.61
2647,0.43,Ideal,D,VS2,61.8,56.0,4.81,4.83,2.98,4,6,3,1030.37
2648,1.01,Ideal,H,SI1,62.4,53.0,6.42,6.47,4.02,4,2,2,4865.99
2649,0.71,Good,D,SI2,56.6,63.0,5.9,5.76,3.3,1,6,1,2020.26
2650,1.12,Ideal,E,SI2,62.0,57.0,6.61,6.63,4.11,4,5,1,5152.9
2651,0.72,Ideal,H,VS2,62.8,57.0,5.74,5.7,3.59,4,2,3,2405.21
2652,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54,3,5,2,2509.15
2653,0.52,Ideal,D,VS2,61.9,55.0,5.19,5.21,3.22,4,6,3,1764.8866666666668
2654,0.3,Premium,D,VS1,60.2,59.0,4.39,4.42,2.65,3,6,4,744.82
2655,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,3,5,3,989.87
2656,0.32,Ideal,I,VS2,61.5,56.0,4.4,4.41,2.71,4,1,3,613.34
2657,1.01,Very Good,I,SI1,64.2,55.0,6.28,6.34,4.05,2,1,2,4060.61
2658,0.58,Ideal,E,VS2,61.9,57.0,5.37,5.33,3.31,4,5,3,2081.11
2659,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88,1,0,2,2732.53
2660,0.27,Very Good,F,VVS1,62.0,58.0,4.18,4.21,2.6,2,4,6,609.22
2661,0.41,Ideal,D,VS1,61.8,57.0,4.8,4.75,2.95,4,6,4,1144.12
2662,1.01,Very Good,H,VS2,63.5,61.0,6.32,6.24,3.99,2,2,3,4572.18
2663,1.01,Fair,G,SI2,68.5,63.0,6.08,6.0,4.14,0,3,1,3725.01
2664,0.38,Ideal,I,SI1,61.5,56.0,4.67,4.7,2.88,4,1,2,581.86
2665,1.09,Premium,G,VS2,59.9,56.0,6.73,6.59,3.99,3,3,3,6469.49
2666,1.01,Ideal,F,SI2,62.9,57.0,6.35,6.41,4.01,4,4,1,5125.98
2667,0.41,Premium,G,VS1,60.7,58.0,4.83,4.79,2.92,3,3,4,1020.8
2668,1.5,Very Good,I,SI1,60.2,63.0,7.38,7.33,4.43,2,1,2,8052.98
2669,1.23,Ideal,G,VS2,61.5,54.0,6.92,6.89,4.25,4,3,3,9385.26
2670,0.51,Very Good,F,VS2,62.0,58.0,5.08,5.11,3.16,2,4,3,1630.53
2671,0.73,Ideal,I,VS1,62.1,54.0,5.77,5.8,3.59,4,1,4,2378.47
2672,0.43,Very Good,E,SI1,63.1,56.0,4.83,4.8,3.04,2,5,2,906.97
2673,1.58,Ideal,G,VS1,61.3,57.0,7.48,7.54,4.6,4,3,4,14431.92
2674,0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,4,5,3,1805.43
2675,0.65,Very Good,F,VS2,64.0,55.3,5.5,5.57,3.54,2,4,3,2158.27
2676,0.35,Premium,H,VS1,62.6,59.0,4.5,4.45,2.8,3,2,4,728.86
2677,2.1,Premium,J,VS2,61.3,59.0,8.27,8.21,5.05,3,0,3,14316.19
2678,1.04,Ideal,H,VS1,62.7,55.0,6.43,6.49,4.05,4,2,4,5775.22
2679,1.35,Premium,J,SI1,61.1,61.0,7.13,7.1,4.35,3,0,2,5267.75
2680,1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,4,2,1,4407.5
2681,1.0,Very Good,F,VS2,61.6,56.0,6.42,6.47,3.97,2,4,3,6601.52
2682,0.7,Very Good,F,VVS1,63.0,60.0,5.59,5.62,3.53,2,4,6,3188.9775
2683,0.38,Premium,F,VS1,60.9,58.0,4.71,4.68,2.86,3,4,4,1014.05
2684,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,1,3,3,832.66
2685,0.83,Good,H,SI2,63.9,56.0,5.99,5.93,3.81,1,2,1,2541.98
2686,0.9,Very Good,F,VVS2,61.0,63.0,6.13,6.09,3.73,2,4,5,4815.64
2687,0.7,Fair,H,SI1,65.5,57.0,5.59,5.55,3.65,0,2,2,1985.51
2688,0.42,Premium,F,VVS2,61.7,59.0,4.78,4.82,2.96,3,4,5,1222.38
2689,1.23,Premium,F,VS2,60.8,59.0,6.9,6.94,4.21,3,4,3,9458.64
2690,0.32,Ideal,F,VS2,61.2,56.0,4.41,4.44,2.71,4,4,3,666.23
2691,1.08,Premium,G,VS1,61.5,61.0,6.62,6.55,4.05,3,3,4,6697.07
2692,0.43,Premium,G,SI1,62.6,59.0,4.8,4.82,3.01,3,3,2,816.15
2693,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,2,3,5,16308.43
2694,0.38,Good,D,VVS1,61.3,61.0,4.68,4.72,2.88,1,6,6,1061.57
2695,0.73,Good,E,SI1,63.2,58.0,5.7,5.76,3.62,1,5,2,2590.05
2696,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,2,2,2,4585.21
2697,0.4,Premium,F,VS1,62.5,59.0,4.69,4.66,2.92,3,4,4,1041.04
2698,1.57,Ideal,J,VVS2,61.4,57.0,7.45,7.5,4.59,4,0,5,8628.21
2699,1.29,Ideal,J,VS2,60.9,58.0,7.05,7.0,4.28,4,0,3,5881.9
2700,0.25,Very Good,F,VVS2,62.4,55.0,4.03,4.06,2.52,2,4,5,583.92
2701,0.34,Ideal,E,VS2,62.5,55.0,4.45,4.48,2.79,4,5,3,797.79
2702,0.39,Premium,F,SI1,60.1,59.0,4.77,4.74,2.86,3,4,2,824.42
2703,0.41,Ideal,F,VVS1,61.9,56.0,4.79,4.77,2.96,4,4,6,1311.6470000000002
2704,0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,4,5,3,1786.36
2705,1.25,Premium,G,VS1,61.8,58.0,6.94,6.91,4.28,3,3,4,9084.16
2706,0.71,Premium,F,VS1,61.1,58.0,5.76,5.72,3.51,3,4,4,2688.35
2707,0.36,Ideal,E,VS2,62.6,56.0,4.56,4.52,2.84,4,5,3,1001.52
2708,0.51,Very Good,E,VVS2,61.3,55.0,5.14,5.16,3.16,2,5,5,2522.37
2709,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,4,6,5,2536.21
2710,0.91,Premium,D,SI1,63.0,59.0,6.15,6.11,3.86,3,6,2,4143.23
2711,0.32,Premium,G,VS1,61.4,58.0,4.4,4.36,2.69,3,3,4,785.75
2712,1.11,Ideal,J,SI2,62.6,54.0,6.61,6.64,4.15,4,0,1,4407.39
2713,2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,3,0,2,12488.2
2714,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,3,5,4,9588.56
2715,0.35,Ideal,E,VS1,61.9,56.0,4.53,4.55,2.81,4,5,4,857.35
2716,0.54,Very Good,F,VS1,61.6,59.0,5.26,5.2,3.22,2,4,4,1760.18
2717,0.34,Ideal,F,VS2,60.7,56.0,4.56,4.53,2.76,4,4,3,837.35
2718,1.27,Premium,J,SI2,60.4,58.0,7.04,7.0,4.24,3,0,1,5094.94
2719,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,4,2,7,1297.48
2720,1.22,Premium,H,VS1,58.9,59.0,7.02,6.96,4.12,3,2,4,6435.41
2721,1.76,Ideal,I,SI2,61.2,55.0,7.79,7.76,4.76,4,1,1,10161.07
2722,0.53,Very Good,G,SI1,63.4,54.0,5.09,5.13,3.24,2,3,2,1191.62
2723,0.35,Premium,D,VS2,59.7,58.0,4.61,4.57,2.74,3,6,3,995.72
2724,1.5,Good,H,SI2,63.6,60.0,7.3,7.23,4.63,1,2,1,9163.76
2725,2.04,Premium,G,SI2,60.3,59.0,8.23,8.3,4.98,3,3,1,17233.31
2726,0.31,Ideal,H,VVS1,62.3,53.0,4.35,4.38,2.72,4,2,6,626.0616666666666
2727,0.55,Premium,D,VVS1,60.3,59.0,5.34,5.3,3.21,3,6,6,2745.88
2728,0.7,Ideal,G,SI1,61.9,58.0,5.66,5.69,3.51,4,3,2,2466.53
2729,0.52,Premium,F,SI1,59.5,59.0,5.24,5.31,3.14,3,4,2,1231.8
2730,0.32,Ideal,G,VS2,60.3,57.0,4.46,4.43,2.68,4,3,3,762.82
2731,0.29,Very Good,G,VVS1,62.0,58.0,4.19,4.23,2.61,2,3,6,618.47
2732,1.21,Ideal,I,VVS1,61.6,55.0,6.88,6.8,4.21,4,1,6,7769.17
2733,1.27,Ideal,F,VS2,62.8,56.0,6.9,6.86,4.32,4,4,3,8678.97
2734,0.37,Very Good,D,SI1,61.0,62.0,4.61,4.64,2.82,2,6,2,642.6
2735,1.01,Premium,F,SI1,60.6,58.0,6.54,6.49,3.95,3,4,2,4838.2
2736,0.76,Ideal,F,VS2,61.0,55.0,5.89,5.92,3.6,4,4,3,3294.63
2737,0.59,Ideal,E,SI1,62.9,57.0,5.36,5.33,3.36,4,5,2,1690.64
2738,1.8,Good,I,SI2,63.2,58.0,7.66,7.75,4.87,1,1,1,11100.33
2739,0.75,Ideal,F,SI2,62.1,55.0,5.83,5.87,3.63,4,4,1,2718.6615
2740,1.07,Ideal,D,IF,60.9,54.0,6.66,6.73,4.08,4,6,7,12229.21
2741,0.4,Premium,D,VS2,59.1,57.0,4.87,4.81,2.86,3,6,3,1145.15
2742,0.28,Good,J,VVS2,58.4,60.0,4.27,4.33,2.51,1,0,5,459.18
2743,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2,5,3,3031.16
2744,0.6,Ideal,I,SI2,62.2,54.0,5.4,5.44,3.37,4,1,1,1230.6673333333333
2745,1.05,Ideal,F,VVS2,62.1,54.0,6.55,6.52,4.06,4,4,5,9221.37
2746,0.33,Ideal,E,VVS1,61.5,56.0,4.49,4.46,2.75,4,5,6,1105.7485714285715
2747,0.71,Ideal,E,VS2,62.0,57.0,5.71,5.74,3.55,4,5,3,3199.23
2748,1.01,Premium,F,SI1,62.8,59.0,6.4,6.36,4.01,3,4,2,4614.02
2749,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,3,1,4,526.0
2750,0.9,Very Good,F,VS2,64.2,59.0,6.07,6.11,3.91,2,4,3,4362.91
2751,0.74,Ideal,F,VS1,62.3,57.0,5.79,5.77,3.6,4,4,4,3083.43
2752,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0,3,3,0,3231.22
2753,0.51,Ideal,D,VS2,62.4,55.0,5.12,5.14,3.2,4,6,3,1743.14
2754,0.58,Very Good,H,SI1,63.3,56.0,5.34,5.31,3.37,2,2,2,1228.63
2755,1.02,Very Good,D,SI2,63.4,59.0,6.41,6.37,4.05,2,6,1,5005.088142857143
2756,0.41,Ideal,I,VS2,62.0,57.0,4.74,4.77,2.95,4,1,3,839.69
2757,0.43,Ideal,I,VVS2,62.6,57.0,4.79,4.82,3.01,4,1,5,972.93
2758,1.13,Ideal,E,VS2,61.4,58.0,6.71,6.74,4.13,4,5,3,10006.32
2759,0.39,Fair,E,SI1,65.6,60.0,4.5,4.56,2.97,0,5,2,542.63
2760,1.0,Premium,J,SI2,62.7,58.0,6.32,6.28,3.95,3,0,1,3262.71
2761,0.56,Good,E,VS2,62.3,63.0,5.22,5.27,3.27,1,5,3,1810.53
2762,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,3,3,2,4935.45
2763,0.81,Ideal,H,IF,61.6,58.0,5.98,6.01,3.69,4,2,7,3541.68
2764,1.27,Premium,J,VVS1,60.1,58.0,7.06,6.99,4.22,3,0,6,6151.4
2765,0.73,Ideal,G,VS2,61.6,56.0,5.8,5.83,3.58,4,3,3,3367.89
2766,0.31,Ideal,G,VVS1,60.8,56.0,4.36,4.39,2.66,4,3,6,870.275
2767,0.68,Very Good,G,IF,62.7,56.0,5.56,5.6,3.5,2,3,7,3248.42
2768,0.51,Good,D,VS2,60.1,65.0,5.14,5.17,3.1,1,6,3,1605.79
2769,1.2,Very Good,I,VS1,63.1,58.0,6.7,6.62,4.2,2,1,4,5760.09
2770,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,2,2,4,868.5833333333335
2771,1.54,Fair,I,SI2,64.6,56.0,7.3,7.26,4.7,0,1,1,7700.83
2772,0.77,Very Good,E,SI2,60.4,58.0,5.91,5.95,3.58,2,5,1,3051.13
2773,0.44,Very Good,E,SI1,62.2,60.0,4.79,4.86,3.0,2,5,2,748.13
2774,0.92,Premium,G,SI2,58.4,58.0,6.4,6.34,3.73,3,3,1,3373.56
2775,1.01,Premium,E,SI1,59.5,60.0,6.54,6.46,3.87,3,5,2,4875.4
2776,0.82,Fair,F,SI1,64.9,58.0,5.83,5.79,3.77,0,4,2,2292.83
2777,0.41,Ideal,G,VS1,61.7,57.0,4.81,4.78,2.96,4,3,4,1048.95
2778,0.44,Very Good,F,VVS1,62.1,60.0,4.84,4.92,3.03,2,4,6,1297.79
2779,0.56,Ideal,D,SI2,62.2,55.0,5.29,5.32,3.3,4,6,1,1640.21
2780,0.26,Very Good,E,VVS2,61.7,61.0,4.08,4.12,2.53,2,5,5,579.09
2781,0.39,Ideal,G,IF,61.6,56.0,4.69,4.73,2.9,4,3,7,1056.68
2782,0.7,Fair,I,I1,68.6,57.0,5.46,5.34,3.71,0,1,0,1045.95
2783,1.2,Premium,G,SI2,62.6,61.0,6.73,6.68,4.2,3,3,1,5330.25
2784,2.0,Very Good,H,SI2,61.0,57.0,8.02,8.18,4.94,2,2,1,15239.593333333334
2785,0.54,Very Good,I,VS2,62.3,56.0,5.17,5.22,3.24,2,1,3,1424.78
2786,0.54,Ideal,D,VS2,61.1,56.0,5.29,5.25,3.22,4,6,3,1936.77
2787,1.6,Very Good,I,VS1,62.3,59.0,7.46,7.51,4.66,2,1,4,10663.85
2788,0.37,Ideal,E,VS1,61.4,55.0,4.62,4.66,2.85,4,5,4,836.63
2789,1.09,Ideal,G,VVS2,61.8,56.0,6.58,6.62,4.08,4,3,5,9392.26
2790,0.71,Ideal,G,VS1,61.5,56.0,5.74,5.78,3.54,4,3,4,3610.3
2791,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,3,6,2,4681.35
2792,0.33,Ideal,E,VS2,61.5,57.0,4.41,4.47,2.73,4,5,3,715.1316666666665
2793,1.2,Very Good,I,VS1,62.6,59.0,6.69,6.73,4.2,2,1,4,6639.006666666666
2794,1.21,Premium,G,VS1,62.7,58.0,6.76,6.85,4.27,3,3,4,9089.65
2795,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,4,5,5,1481.82
2796,0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,1,3,4,576.78
2797,1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,3,6,5,10785.69
2798,0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,0,0,0,1839.6
2799,1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,3,2,3,5330.33
2800,0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3,4,1,3863.14
2801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,2,3,5,9609.74
2802,0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,3,3,6,768.32
2803,0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2,6,5,3398.52
2804,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,4,4,1,2491.7257142857143
2805,1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,3,3,1,4537.45
2806,1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,4,3,2,4563.017833333333
2807,0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4,3,6,3664.44
2808,0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,4,2,6,658.46
2809,0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,1,1,4,773.81
2810,0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1,5,3,1607.78
2811,0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,2,5,5,576.49
2812,0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,2,3,3,649.63
2813,0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,4,6,5,1252.3466666666668
2814,0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,2,5,2,1288.95
2815,0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2,4,2,2280.456666666667
2816,0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,4,5,3,936.44
2817,0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,3,5,1,1112.23
2818,0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,4,6,2,3278.11
2819,0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,2,4,3,1591.08
2820,0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,4,3,4,536.9
2821,1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,1,4,0,2432.85
2822,0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,4,4,7,562.69
2823,0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,4,3,6,852.07
2824,0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3,3,4,3060.71
2825,1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,4,2,3,5243.5
2826,0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3,6,1,3466.27
2827,2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,3,0,4,16787.8285
2828,1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,4,1,4,5093.78
2829,0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,1,5,6,1083.89
2830,0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,1,4,6,777.08
2831,0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,4,3,4,1733.8790000000001
2832,0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,3,0,2,1941.06
2833,0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,3,6,1,672.26
2834,1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,3,1,4,8048.84
2835,1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,2,2,1,4756.95
2836,0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,3,3,6,1240.54
2837,0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,4,2,6,698.03
2838,0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,4,5,4,1916.88
2839,0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,3,3,6,1025.05
2840,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,2,6,4,1609.89
2841,3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,0,0,0,15432.86
2842,0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,4,6,3,2026.754
2843,0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,4,5,6,1329.42
2844,0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,4,5,4,926.48
2845,0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,4,3,3,1775.362
2846,1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,2,6,1,10112.5
2847,0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,4,6,2,547.82
2848,1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,2,0,4,7605.31
2849,0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,2,3,5,786.12
2850,0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,1,2,3,496.94
2851,0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,3,3,2,2299.35
2852,1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,3,4,1,4775.57
2853,0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,4,4,6,822.46
2854,1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,4,2,4,7688.04
2855,0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,4,1,3,2391.16
2856,0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,4,6,2,940.67
2857,1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,3,4,4,6568.25
2858,1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,4,6,4,8785.3
2859,0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,3,3,4,1646.41
2860,1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,4,3,3,6904.4
2861,0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,4,6,5,1027.96
2862,1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,2,4,1,9899.14
